text,label
Name two different ways to reduce poverty in a community.,0
"Generate a sentence that follows the structure of: ""All ____ is based on/with _____""",0
Describe the principle of the Law of Supply.,0
"Find the area of the given trapezoid.
Bases: 13 cm and 16 cm; Height: 12 cm",0
"Describe the themes present in the given poem.
Poem:

We step out into the night
Where the stars cry like only loneliness can
And make love in the darkness",0
Generate a haiku poem.,0
Design a logo for a web development company.,0
Compare cats and dogs.,0
"Classify this text as Fiction or Non-fiction.
The universe is estimated to be around 13.8 billion years old.",0
Name three fruits that are rich in Vitamin C.,0
"Translate this sentence from French to English.
J'aime faire de la randonnée.",0
"Generate the third term in the sequence 2, 5, 9, 14.",0
What is the purpose of Financial Accounting?,0
Describe a unique way to cook a steak.,0
Summarize the advantages of renewable energy.,0
"Identify the incorrect word in this sentence.
The singer joyfully belted their solo.",0
Suggest a powerful quote.,0
"Sort the following list in alphabetical order.
Camouflage, Furniture, Plaster",0
What is a trade deficit?,0
Name one benefit of meditation.,0
Name the three main mountain ranges in the United States.,0
"Assign this task to the design team.
Design a communication tool for internal team members.",0
Provide the lyrics for the song titled “Yesterday”,0
"Provide a brief summary of the novel ""Never Let Me Go"".",0
"Edit the following sentence so that it has correct grammar.
I were just going to the store",0
Name something you can do with paper.,0
"Construct a sentence using the phrase ""every day"".",0
What type of fruit would be a good addition to a fruit salad?,0
Describe in a few words what makes a good leader.,0
"Find a rhyming word for the word ""river"".",0
What is the scientific name for a beaver?,0
Convert the following number from base 10 to hexadecimal: 278,0
"Give a definition of ""algae"".",0
Name a natural process which occurs in food preservation.,0
"Supply a phrase to complete this proverb: ""It's better to be safe than ____.""",0
Give an example of a convergent boundary.,0
"Follow the law of supply and demand, describe what would happen to the price of a good if the demand increased.",0
Provide an example of an endangered species of animal.,0
Research about a famous scientist and provide a short biography about him/her.,0
Explain why the election of Abraham Lincoln was considered a revolutionary moment.,0
Research Einstein's theory of relativity and provide a brief explanation.,0
Analyze the historical significance of the Stonewall Uprising.,0
Create a sentence that employs a figure of speech.,0
Generate a sentence in Spanish that describes the natural beauty of Barcelona.,0
"Describe the painting ""The Great Wave off Kanagawa"" by Katsushika Hokusai.",0
Explain the concept of entropy in thermodynamics.,0
Provide an example of a non-renewable source of energy.,0
Describe the major differences between the Catholic and Protestant faiths.,0
What is the process of photosynthesis and why is it important?,0
Write a 250 word essay about Coral Reef Conservation,0
Compose a haiku about cats,0
"Given a sequence of numbers, calculate the average
1, 2, 3, 4, 5",0
What are the important contributions of NASA to space exploration?,0
"Rewrite this sentence, ""She is taking a short break from practice""
She is taking a short break from practice",0
"Given a movie title ""The Iron Giant"", come up with an suitable tagline
The Iron Giant",0
"Given the following data, What is the median score
7, 9, 13, 2, 8",0
Describe the qualities of a good leader,0
Explain the difference between a personal computer and a server,0
What is the main purpose of blockchain technology?,0
Come up with a creative metaphor for smile,0
"Given a list of ingredients, come up with a dish
Salt, Pepper, Onion, Garlic",0
"For the following passage, identify the theme or thesis statement.
Corruption affects countries on many levels and erodes their competitive edge in a global economy. Poor compliance to regulations, ethical standards, and laws impairs public trust and results in conflict. Transnational financial crime drains a nation’s resources, weakens government tools to deliver long-term social goals, and destabilizes markets.",0
What critically acclaimed 2016 movie has a setting of a post-apocalyptic wasteland?,0
"Given the following sentence, add appropriate punctuation to make it grammatically correct.
The judge said guilty",0
"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",0
"Reword the following sentence to the past tense.
She is writing a novel inspired by her grandfather.",0
"Summarize the following passage in less than 50 words.
The issue of immigration has become critical as the number of people wanting to enter the United States for a better life has been on the rise. Immigration has been a consistent source of controversy and debate, with wide variations in opinion regarding the benefits and drawbacks of immigration. Migration from one part of the world to another is not uncommon, yet the current state of the immigration debate in the United States has escalated and has become divisive.",0
How many bytes are there in a kilobyte?,0
Generate a creative description of a sunset in the beach.,0
"Standardize the following date to the ISO 8601 format.
July 26th, 2021",0
"Rewrite the following sentence in a more concise way.
Although he had been studying for several hours he had not finished the task.",0
"Classify the following fruit according to its color.
Orange",0
"Compute the following expression.
2^3 + 3^2",0
Suggest a suitable card game for a birthday party with 10 year old kids.,0
"Translate the following sentence from English to French.
I am happy to meet you.",0
"Analyze the given poem and explain the theme.
Roses are red, 
Violets are blue, 
Sugar is sweet 
And so are you.",0
"Calculate the average age of the following five people.
John, 32 
Anne, 25 
Hugh, 27
Peter, 40 
Rebecca, 28",0
"Explain the following quote.
""Education is the key to success.""",0
"Determine the longest word in the following sentence.
It is a wonderful sunny day.",0
"Rewrite the following equation in expanded form.
(x + 3)(2x - 5)",0
"Explain the meaning of the following phrase.
""out of the box""",0
"Write a review for the following movie.
The Godfather",0
"Identify the main character in the following story.
Once upon a time, there lived a poor peasant boy who worked very hard on his farm.",0
"Describe the solution in detail.
We established a system for automatically generating data for our machine learning model.",0
Name three diseases that can be caused by poor hygiene.,0
Generate a random password of 6 characters in length using only capital letters and numbers.,0
Explain what is meant by the circle of fifths.,0
"Generate a story with the given keywords.
princess, dragon, knight",0
"Calculate the winning percentage for the team in the given statistics.
Wins: 50
Losses: 70",0
"Translate the given phrase from French to English.
Je suis fatigué",0
"Create a haiku poetry with the given theme.
The beauty of night sky",0
"Design a logo for the given company.
Example Company",0
"Find the synonyms for the words below.
Determined",0
"Draft a letter of appreciation for the given recipient.
Mr. John Smith",0
"Analyze the given film and explain why it should be included in the top 10 list.
The film Parasite",0
Explain the implications of artificial intelligence in health care.,0
"Write a definition of ""photoshop"".",0
List five factors that lead to global warming.,0
Name 5 invasive species.,0
What is an AI algorithm?,0
"Explain the term ""AI explainability"".",0
"Pick out the adverbs in the following sentence.
John quickly ran to the store.",0
Generate a poem about spring.,0
Write a scientific explanation for why the sky is blue.,0
List five characteristics of good communication.,0
Suggest five strategies for self-motivation.,0
Name five characteristics of a typical resume.,0
Describe the benefits of using a GPT model.,0
"Compare two types of text processing techniques and explain differences between them.
Rule-Based Text Processing and Deep Learning Based Text Processing",0
"Summarize the article below in 5 sentences.
The COVID-19 crisis has brought many changes to our everyday lives, including the way we work and interact. Working from home has become the norm for many people, but it has also brought its own unique challenges. It can be difficult to stay productive and motivated while working remotely, especially if you’re feeling burned out or isolated. So how do you make the most of it? Here are some tips to help you stay productive while working from home.",0
"Given a set of eight numbers (1,2, 3, 4, 5, 6, 7, 8), generate a sentence that reflects their order.",0
Explain why decision trees may be better than linear models for certain problems.,0
"Suggest a sentence that follows ""He had never seen a creature so strange,""",0
"Select the best prediction from the sentences below given the input ""My vacation is in ________.""
My vacation is in _______.",0
Describe the effects of climate change.,0
"Classify the given sentence as either negative or positive.
I want to quit my job.",0
"Rewrite the cover letter below in the first person.
Maxwell Smart has extensive experience in the restaurant industry. He brings to the table exceptional customer service and problem-solving skills. During his time in the restaurant industry, Maxwell was a top performer and was recognized for his ability to motivate others.",0
Explain why computational models can be used in analysing text.,0
"Generate a question that could follow the response below.
I saw a movie last week.",0
"Summarize the article below in a maximum of 100 words.
A head teacher at a high school in Birmingham has been suspended following reports of irregularities in marking examinations. Inspectors said that some grades had been inflated and process failings had contributed to the issues. The head teacher was said to have failed to ensure the security of the marking process, as well as failing to protect the school from “potential reputational damage”.",0
Create a sentence that ends with an ellipsis.,0
Explain the difference between HTML and CSS.,0
"Generate a tweet about a new product
Product name: Apple iWatch",0
Create a new recipe for flavorful noodles,0
Train a logistic regression model with credit data.,0
Name four diseases caused by cold temperatures.,0
"Translate the following sentence into Spanish.
The blue sky is so beautiful.",0
Generate a function for calculating the mean of a list.,0
Write a blog post about how AI is transforming the healthcare industry.,0
Explain the role of a computer scientist in the modern world.,0
Describe the importance of renewable energy,0
"Generate a review for a recent movie
Movie name: The Martian",0
Generate a function to sort a list of strings alphabetically,0
Write a Satire article about the coronavirus pandemic,0
Create a function to check whether two strings are anagrams.,0
Explain what is a neural network,0
"Tag the language of the following text
Kareena always had a passion for art. She wanted to pursue a career in the creative field and start her own gallery one day.",0
"Explain what the article is about in 1 to 2 sentences.
Summary: This paper describes a novel deep learning technique called Generative Autowavelets (GAW) and examines its uses in natural language processing (NLP) tasks. GAW is a combination of an autoencoder and wavelet transformer, meaning it can both compress features in text and enable structured extraction of these features.",0
"Find the three least common values in the given list.
[5, 10, 15, 8, 9, 5, 8, 10, 9]",0
"Write a few sentences about the current state of the given topic.
Automation",0
"Identify the two main characters in the given passage.
John and Lisa were walking through the park on a sunny day. They stopped to admire the flowers in the garden and talked about their plans for the future.",0
"Suggest topics for an informal discussion about the given country.
China",0
"Explain the implications of the given information.
A recent study suggests that teenagers are spending too much time on social media.",0
"Convert the following text into a list.
The four elements of design are line, color, shape, and texture.",0
"Generate a sentence that contains the given words.
magic, castle, king",0
Compile a list of five items that would help someone go camping.,0
"Correct any spelling or grammar mistakes in the given sentence.
She jogged excersies around the lake.",0
"Find the differences between the two short texts.
Text A: She was wearing a beautiful red dress.
Text B: She had on a gorgeous red dress.",0
"Rewrite the following paragraph to make it sound more formal.
Moving away from home to college was really hard. It's like I had to let go of my comfort and safety and figure things out on my own.",0
"Classify the following sentence as either a metaphor or hyperbole.
The room was so hot it felt like a sauna.",0
Generate a creative name for a restaurant serving Mexican cuisine.,0
Suggest two marketing strategies for launching a new app.,0
"Edit the following sentence for grammar and style.
The professor answers the questions of the student accurately.",0
"Rewrite the following sentence for clarity.
What makes this program different from the others?",0
"Change this sentence to make it a question.
I think she likes sports.",0
Explain the concept of a GPT language model.,0
Generate a slogan for a clothing brand.,0
"Add the article ""the"" to the following sentence.
Person who is talking",0
"Generate an example that illustrates the concept of ""artificial intelligence"".",0
Describe the process of account creation for a website.,0
"Analyze the following poem and explain its meaning.
'My love is like a red, red rose'",0
Suggest two ways to increase the reach of a blog.,0
Name three natural elements.,0
Give a brief description of the coronavirus.,0
Predict the monthly electricity bill of a 1000 square-foot apartment in California.,0
"Generate 10 rhyming words for the word ""love"".",0
Explain the concept of binary search.,0
Name all the elements in the periodic table with symbol C.,0
Compare the differences between a wooden and plastic baseball bat.,0
Calculate the area of a right triangle with base length of 5 cm and height of 3 cm.,0
Identify the continents with the most carnivores.,0
Explain the difference between a primary and secondary source.,0
Explain the purpose of hypertext markup language (HTML).,0
Describe the differences between a substantive and procedural law.,0
Suggest three methods for recycling paper.,0
Describe the color pink.,0
Generate a rate for a driver for a ride sharing app for $5.,0
Come up with a social media campaign slogan.,0
"Compose a haiku with the provided subject.
Spring",0
"Choose an appropriate introduction for the following news article.
The latest report from the Environmental Protection Agency reveals that the emissions of greenhouse gasses in the state have risen by 5% from last year.",0
Write a tweet about customer service.,0
Generate a sound effect for a car passing by.,0
"Identify the type of the following musical chord.
D minor",0
Name a planet from our solar system.,0
"Compute the sum of the following numbers.
5, 10, 20",0
Come up with a creative tagline for a beauty product.,0
Describe how quantum computers work.,0
Generate a memorable quote from Albert Einstein.,0
"Find the sum of the numbers 6 and 12.
6 + 12",0
Transform the following sentence using the past perfect tense: Yesterday they opened the door.,0
Explain the uses of artificial intelligence.,0
Describe a scenario in which blockchain technology could be successfully applied.,0
Complete the following analogy: Loud is to quiet as day is to,0
Create an example of alliteration.,0
"Classify the following words by their grammatical categories: walk, interesting, quickly",0
"Find the greatest common factor of 12 and 18.
12 & 18",0
Come up with a riddle,0
Identify the conjugation of the verb: I will have helped,0
What is the first rule of storytelling?,0
"Rewrite the sentence into more descriptive form:
The food was delicious.",0
Name 5 emotional states,0
Create a funny one-liner.,0
Generate a list of fashion trends for Spring 2021.,0
What is the impact of deforestation on wildlife?,0
Explain economics with an example.,0
Provide me a list of diseases that can be caused by smoking.,0
What is the difference between machine learning and deep learning?,0
Describe a typical workday for a barista.,0
How does the human brain remember information?,0
How does the internet of things (IoT) work?,0
Give me an example of a conflict resolution technique.,0
"Pick out the correct noun from the following list.
river, mountain, book",0
Identify a programming language suitable for game development.,0
Make a list of different types of cryptocurrencies.,0
"Create a tweet with the following hashtag.
#SharingIsCaring",0
"Rewrite the following sentence using the root words.
I am not feeling well.",0
"Combine the two sentences into a single sentence.
He didn't go to the party. He stayed at home.",0
"Split the following sentence into two separate sentences.
He said hello and waved goodbye.",0
"Classify the following sentence as positive, negative, or neutral.
I'm going to the store tomorrow.",0
"Discover which word in the sentence carries the most weight.
She ordered Chinese food for dinner.",0
"Rewrite the following sentence omitting the pronouns.
She told us she was busy.",0
"Write a review of the restaurant.
The restaurant is called La Taqueria.",0
"Outline an itinerary for a three day trip.
Location: London, England",0
"Classify the item as either animal or vegetable.
Banana",0
Derive the mathematical equation for a straight line.,0
Describe the physical features of a tiger.,0
"Summarize the argument in the text.
In the book ""Crime and Punishment"" by Fyodor Dostoevsky, the main character, Raskolnikov, commits a murder in hope of revealing a higher purpose.",0
Generate ideas for a fiction story.,0
Describe the Renaissance period.,0
List 5 items of personal protective equipment.,0
"Replace the single quote (') to double quote ("") in the given sentence.
In the U.S., KIPP is a 'public-private partnership'.",0
Construct plumbing diagrams for a two-story house,0
Compare student debt crisis in the US and Canada.,0
List the benefits of Amazon Web Services.,0
Generate a limerick poem about a lemur.,0
Describe the functions of the Endoplasmic Reticulum.,0
Summarize the industrial revolution.,0
"Rewrite the sentence, replacing the idioms with their literal meanings.
We need to break the ice with the new team members.",0
Select the correct term for the phrase ‘the art of making things’,0
"Identify any usage errors in the following sentence.
We all need to take a walk on the wile side.",0
Explain the concept of net neutrality.,0
Brainstorm creative ideas for designing a conference room.,0
Calculate the area of a square with the sides of 10cm.,0
List the countries that are in the Schengen area.,0
Describe the form and structure of a haiku poem.,0
Explain how a random forest algorithm achieves higher accuracy than individual decision trees.,0
Give an example of a place where an endangered species of animal might be found.,0
Create a pop quiz about clouds.,0
Explain why trade protectionism can hurt the economy of a country.,0
Come up with a slogan to describe a new lipstick product.,0
Describe how a Docker container works.,0
"Given an economic concept, define it in simple terms.
Inflation",0
Propose a transportation solution for a city with rapid population growth.,0
Identify a potential security threat for a global online financial system.,0
Describe what it takes to be a successful manager.,0
"Arrange the given sentences into a well-structured paragraph.
Many of the world’s problems can be traced back to a lack of education. People must be provided with a good foundation in education. Education has the power to provide societies with long-term solutions.",0
Construct a timeline for the coronavirus outbreak.,0
Compare and contrast two types of computer networks.,0
Describe how machine learning can be used to automate mundane tasks.,0
Write a blog post on how to deploy machine learning models.,0
"Classify the following sentence into one of the following labels: [positive, negative, neutral]
My laptop seems to be slow today.",0
Generate a list of five elements for a grocery shopping list,0
Create a dialogue between a customer and a flight attendant for a plane ride,0
"Generate a design specification for the following product
Product: Coffee maker",0
"Evaluate the following statement
AI is the new electricity.",0
"Compose a simple melody for the following lyrics.
""I can't find the words to say, but I'm feeling OK""",0
"Suggest an alternative to the following sentence.
The cat was walking around the house",0
Explain what a decision tree is.,0
"Design a function to count the number of unique characters in a string.
string = “Butterflies”",0
Suggest a good screen capture tool for Mac.,0
"Summarize the main argument of the paper ""A Social Network that Influences Attitudes and Behaviors""",0
